"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"17211","GO:0072717",0.640716311639336,0.797624786311782,1,3,"cellular response to actinomycin D","BP"
"15328","GO:0061135",0.6407368404281,0.419628381081017,56,200,"endopeptidase regulator activity","MF"
"9399","GO:0034367",0.640750366801596,0.545130147655802,6,22,"protein-containing complex remodeling","BP"
"12867","GO:0047134",0.640943676940187,0.797439817784872,1,3,"protein-disulfide reductase activity","MF"
"8562","GO:0032530",0.640966521417298,0.571960101707721,5,15,"regulation of microvillus organization","BP"
"22266","GO:2001015",0.641020894066211,0.56855249202155,5,16,"negative regulation of skeletal muscle cell differentiation","BP"
"19790","GO:1902857",0.641065787237539,0.596513002902465,4,12,"positive regulation of non-motile cilium assembly","BP"
"2190","GO:0004647",0.641738936965691,0.796791786780755,1,3,"phosphoserine phosphatase activity","MF"
"17922","GO:0097384",0.641875671763962,0.687335522128885,2,6,"cellular lipid biosynthetic process","BP"
"21331","GO:1990037",0.64195975989017,0.796611551781599,1,3,"Lewy body core","CC"
"9457","GO:0034453",0.642217427964507,0.524329145420419,8,25,"microtubule anchoring","BP"
"8032","GO:0031635",0.642309461761487,0.796325864550811,1,3,"adenylate cyclase-inhibiting opioid receptor signaling pathway","BP"
"9315","GO:0034191",0.642414730250439,0.796239803120218,1,3,"apolipoprotein A-I receptor binding","MF"
"5617","GO:0015824",0.642417766197634,0.630415641269827,3,9,"proline transport","BP"
"15152","GO:0060825",0.643331275008596,0.795489257873894,1,3,"fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","BP"
"21844","GO:2000313",0.643331275008596,0.795489257873894,1,3,"regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","BP"
"1413","GO:0002949",0.643347716160596,0.795475774262011,1,3,"tRNA threonylcarbamoyladenosine modification","BP"
"2920","GO:0005956",0.64367901609921,0.795203918755598,1,3,"protein kinase CK2 complex","CC"
"10263","GO:0036159",0.643899183663375,0.588987603880113,4,13,"inner dynein arm assembly","BP"
"5068","GO:0010872",0.644164542438598,0.616989388208242,3,11,"regulation of cholesterol esterification","BP"
"17819","GO:0097180",0.644533693746878,0.794501255686097,1,3,"serine protease inhibitor complex","CC"
"10710","GO:0042254",0.644704241862825,0.409444143067188,69,247,"ribosome biogenesis","BP"
"8267","GO:0032071",0.644779339410035,0.673985396320825,2,7,"regulation of endodeoxyribonuclease activity","BP"
"585","GO:0001691",0.644813767624049,0.794270575858463,1,3,"pseudophosphatase activity","MF"
"21975","GO:2000489",0.645066129870344,0.627663318327381,3,9,"regulation of hepatic stellate cell activation","BP"
"13732","GO:0051013",0.645329198196133,0.683923077328461,2,6,"microtubule severing","BP"
"3757","GO:0007270",0.645346217298919,0.620823446467741,3,10,"neuron-neuron synaptic transmission","BP"
"9352","GO:0034263",0.645734320049218,0.793510906990059,1,3,"positive regulation of autophagy in response to ER overload","BP"
"12691","GO:0046668",0.6460361096022,0.683221268960874,2,6,"regulation of retinal cell programmed cell death","BP"
"3255","GO:0006506",0.646085554295338,0.507045052233528,9,31,"GPI anchor biosynthetic process","BP"
"1051","GO:0002370",0.646131945480279,0.793182077425407,1,3,"natural killer cell cytokine production","BP"
"1271","GO:0002727",0.646131945480279,0.793182077425407,1,3,"regulation of natural killer cell cytokine production","BP"
"21693","GO:2000074",0.646310817241161,0.682948239907075,2,6,"regulation of type B pancreatic cell development","BP"
"16397","GO:0071305",0.646337305367406,0.626337422850453,3,9,"cellular response to vitamin D","BP"
"7248","GO:0030128",0.646371032533367,0.566176920722192,5,15,"clathrin coat of endocytic vesicle","CC"
"17385","GO:0090081",0.646392578309393,0.792966310004214,1,3,"regulation of heart induction by regulation of canonical Wnt signaling pathway","BP"
"16912","GO:0072161",0.646563878689741,0.672176653538221,2,7,"mesenchymal cell differentiation involved in kidney development","BP"
"22263","GO:2001012",0.646563878689741,0.672176653538221,2,7,"mesenchymal cell differentiation involved in renal system development","BP"
"20341","GO:1903929",0.646858712240868,0.792579964778208,1,3,"primary palate development","BP"
"8239","GO:0032025",0.646860857054708,0.792578185756063,1,3,"response to cobalt ion","BP"
"17726","GO:0097021",0.647025642042351,0.792441467483711,1,3,"lymphocyte migration into lymphoid organs","BP"
"18021","GO:0097598",0.647032875301036,0.79243546455471,1,3,"sperm cytoplasmic droplet","CC"
"10556","GO:0039536",0.647117987445366,0.682145014103029,2,6,"negative regulation of RIG-I signaling pathway","BP"
"16300","GO:0071044",0.64712905355523,0.625510005458075,3,9,"histone mRNA catabolic process","BP"
"14031","GO:0051466",0.64724571382014,0.792258765864817,1,3,"positive regulation of corticotropin-releasing hormone secretion","BP"
"10913","GO:0042613",0.647315021491242,0.658442550938267,2,9,"MHC class II protein complex","CC"
"10972","GO:0042732",0.647358217439784,0.792165316333176,1,3,"D-xylose metabolic process","BP"
"8199","GO:0031957",0.647424413408312,0.625201026651095,3,9,"very long-chain fatty acid-CoA ligase activity","MF"
"2946","GO:0006001",0.647535534502667,0.792017961676454,1,3,"fructose catabolic process","BP"
"15524","GO:0061624",0.647535534502667,0.792017961676454,1,3,"fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate","BP"
"15525","GO:0061625",0.647535534502667,0.792017961676454,1,3,"glycolytic process through fructose-1-phosphate","BP"
"5947","GO:0016500",0.647584550504681,0.543788730743959,6,19,"protein-hormone receptor activity","MF"
"5272","GO:0014819",0.64780743624753,0.584809656666481,4,13,"regulation of skeletal muscle contraction","BP"
"10606","GO:0042030",0.647833228160269,0.681432034655933,2,6,"ATPase inhibitor activity","MF"
"17039","GO:0072350",0.647850192723859,0.485309715710541,12,40,"tricarboxylic acid metabolic process","BP"
"9346","GO:0034247",0.647937030170591,0.791683998100334,1,3,"snoRNA splicing","BP"
"10349","GO:0036394",0.647965362953318,0.791660414605039,1,3,"amylase secretion","BP"
"16695","GO:0071763",0.648021558327975,0.681244106738953,2,6,"nuclear membrane organization","BP"
"7839","GO:0031293",0.648242505347854,0.681023528871795,2,6,"membrane protein intracellular domain proteolysis","BP"
"3245","GO:0006489",0.648347097435505,0.791342458437028,1,3,"dolichyl diphosphate biosynthetic process","BP"
"12577","GO:0046465",0.648347097435505,0.791342458437028,1,3,"dolichyl diphosphate metabolic process","BP"
"15799","GO:0070170",0.648420483040241,0.624157773711004,3,9,"regulation of tooth mineralization","BP"
"10730","GO:0042284",0.648529517480925,0.791190378062169,1,3,"sphingolipid delta-4 desaturase activity","MF"
"4980","GO:0010751",0.648618879242499,0.79111584609974,1,3,"negative regulation of nitric oxide mediated signal transduction","BP"
"8166","GO:0031893",0.648718713120434,0.791032554503692,1,3,"vasopressin receptor binding","MF"
"10826","GO:0042461",0.648801200828348,0.458312905171748,19,59,"photoreceptor cell development","BP"
"4043","GO:0008260",0.648907434726039,0.790875030462931,1,3,"3-oxoacid CoA-transferase activity","MF"
"843","GO:0002034",0.648932784262953,0.680333687656381,2,6,"regulation of blood vessel diameter by renin-angiotensin","BP"
"1449","GO:0003072",0.648932784262953,0.680333687656381,2,6,"renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure","BP"
"8485","GO:0032426",0.648967071882572,0.542290801975771,6,19,"stereocilium tip","CC"
"7823","GO:0031268",0.649395076746543,0.579371354145389,4,14,"pseudopodium organization","BP"
"2279","GO:0004774",0.649753043336714,0.790168031306159,1,3,"succinate-CoA ligase activity","MF"
"18294","GO:0098895",0.650146917173509,0.679117688398422,2,6,"postsynaptic endosome membrane","CC"
"8256","GO:0032051",0.650326711918686,0.67893733093001,2,6,"clathrin light chain binding","MF"
"2848","GO:0005839",0.650381389608492,0.565054901020393,4,20,"proteasome core complex","CC"
"8253","GO:0032048",0.650534687736277,0.615340005815323,3,10,"cardiolipin metabolic process","BP"
"5262","GO:0014802",0.650751817775744,0.789330485144657,1,3,"terminal cisterna","CC"
"5601","GO:0015802",0.651194162658596,0.581168197229771,4,13,"basic amino acid transport","BP"
"7512","GO:0030579",0.651215343906687,0.678044830397832,2,6,"ubiquitin-dependent SMAD protein catabolic process","BP"
"11741","GO:0044441",0.651243251230484,0.388873922584839,131,415,"ciliary part","CC"
"15336","GO:0061146",0.651530420794659,0.788675693950083,1,3,"Peyer's patch morphogenesis","BP"
"18890","GO:1900040",0.651591021921583,0.620824109706091,3,9,"regulation of interleukin-2 secretion","BP"
"22283","GO:2001033",0.651677894787894,0.788551485465957,1,3,"negative regulation of double-strand break repair via nonhomologous end joining","BP"
"14030","GO:0051464",0.651743804343436,0.757259930406277,1,5,"positive regulation of cortisol secretion","BP"
"3524","GO:0006882",0.65178802014591,0.521741755079578,7,24,"cellular zinc ion homeostasis","BP"
"17475","GO:0090204",0.652115169234283,0.788182847561078,1,3,"protein localization to nuclear pore","BP"
"4019","GO:0008212",0.652115607114288,0.584743131128133,4,12,"mineralocorticoid metabolic process","BP"
"19117","GO:1901070",0.65225959116294,0.60091981551087,3,13,"guanosine-containing compound biosynthetic process","BP"
"11854","GO:0044828",0.652417131418777,0.67683492737029,2,6,"negative regulation by host of viral genome replication","BP"
"15776","GO:0070127",0.652497650141683,0.676753746135577,2,6,"tRNA aminoacylation for mitochondrial protein translation","BP"
"3357","GO:0006623",0.652601401209452,0.503641472092261,9,28,"protein targeting to vacuole","BP"
"19723","GO:1902659",0.652601673431796,0.787772094903276,1,3,"regulation of glucose mediated signaling pathway","BP"
"19724","GO:1902661",0.652601673431796,0.787772094903276,1,3,"positive regulation of glucose mediated signaling pathway","BP"
"2205","GO:0004663",0.652761018370833,0.787637420488539,1,3,"Rab geranylgeranyltransferase activity","MF"
"15023","GO:0060618",0.652844119995893,0.787567157529076,1,3,"nipple development","BP"
"13165","GO:0048408",0.652950624964065,0.787477079304412,1,3,"epidermal growth factor binding","MF"
"22254","GO:2000978",0.653065760018886,0.787379667169842,1,3,"negative regulation of forebrain neuron differentiation","BP"
"2691","GO:0005546",0.653096811623209,0.441865053436836,24,74,"phosphatidylinositol-4,5-bisphosphate binding","MF"
"5939","GO:0016491",0.653238857257354,0.377156602824488,223,751,"oxidoreductase activity","MF"
"15071","GO:0060699",0.653511206853139,0.787002447084682,1,3,"regulation of endoribonuclease activity","BP"
"820","GO:0002002",0.653572293192018,0.665003780659426,2,7,"regulation of angiotensin levels in blood","BP"
"2093","GO:0004514",0.65367418247517,0.786864297809486,1,3,"nicotinate-nucleotide diphosphorylase (carboxylating) activity","MF"
"8518","GO:0032466",0.653688181658791,0.675551673630752,2,6,"negative regulation of cytokinesis","BP"
"503","GO:0001547",0.653811640378927,0.618477446969253,3,9,"antral ovarian follicle growth","BP"
"618","GO:0001739",0.653897954001611,0.675339528459348,2,6,"sex chromatin","CC"
"3336","GO:0006595",0.65396586650914,0.54923486501308,5,18,"polyamine metabolic process","BP"
"11880","GO:0044878",0.653981470750789,0.786603621182254,1,3,"mitotic cytokinesis checkpoint","BP"
"2131","GO:0004568",0.654209445767874,0.664346139734461,2,7,"chitinase activity","MF"
"2965","GO:0006030",0.654209445767874,0.664346139734461,2,7,"chitin metabolic process","BP"
"2966","GO:0006032",0.654209445767874,0.664346139734461,2,7,"chitin catabolic process","BP"
"8554","GO:0032510",0.654686331976024,0.674541321781134,2,6,"endosome to lysosome transport via multivesicular body sorting pathway","BP"
"12591","GO:0046485",0.654718090001576,0.610880811317858,3,10,"ether lipid metabolic process","BP"
"4265","GO:0008628",0.655042211681702,0.785701787731538,1,3,"hormone-mediated apoptotic signaling pathway","BP"
"3533","GO:0006892",0.655181468552419,0.43204450307567,28,88,"post-Golgi vesicle-mediated transport","BP"
"11212","GO:0043208",0.655273698893606,0.610286001964674,3,10,"glycosphingolipid binding","MF"
"827","GO:0002017",0.655329044934644,0.785457392357117,1,3,"regulation of blood volume by renal aldosterone","BP"
"14806","GO:0060339",0.65549940973664,0.616687338544452,3,9,"negative regulation of type I interferon-mediated signaling pathway","BP"
"6318","GO:0017196",0.655760678546921,0.673451259592906,2,6,"N-terminal peptidyl-methionine acetylation","BP"
"19990","GO:1903251",0.655809164673673,0.673402000920553,2,6,"multi-ciliated epithelial cell differentiation","BP"
"20011","GO:1903301",0.65583431289194,0.662664807235195,2,7,"positive regulation of hexokinase activity","BP"
"22239","GO:2000870",0.655883013551035,0.784984742437754,1,3,"regulation of progesterone secretion","BP"
"1069","GO:0002408",0.656063218303558,0.764687948428806,1,4,"myeloid dendritic cell chemotaxis","BP"
"2642","GO:0005402",0.656097049537826,0.555654636497645,5,15,"carbohydrate:cation symporter activity","MF"
"8768","GO:0032831",0.656210849504188,0.7847046310039,1,3,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","BP"
"420","GO:0001094",0.656257365641751,0.604070821261267,3,11,"TFIID-class transcription factor complex binding","MF"
"9731","GO:0035252",0.656296192485902,0.672906909447498,2,6,"UDP-xylosyltransferase activity","MF"
"10731","GO:0042285",0.656296192485902,0.672906909447498,2,6,"xylosyltransferase activity","MF"
"16230","GO:0070937",0.656446287287026,0.67275421811504,2,6,"CRD-mediated mRNA stability complex","CC"
"3862","GO:0007595",0.656521190854288,0.455007427978676,16,60,"lactation","BP"
"14517","GO:0055064",0.656628731392122,0.536576855726118,6,18,"chloride ion homeostasis","BP"
"21490","GO:1990573",0.656802858243556,0.473632425446723,13,39,"potassium ion import across plasma membrane","BP"
"8827","GO:0032927",0.656880104535602,0.608562846465241,3,10,"positive regulation of activin receptor signaling pathway","BP"
"10762","GO:0042350",0.657117511877076,0.783928405136283,1,3,"GDP-L-fucose biosynthetic process","BP"
"3778","GO:0007320",0.657178482903146,0.57468552003169,4,13,"insemination","BP"
"21152","GO:1905553",0.657191964555112,0.783864562204967,1,3,"regulation of blood vessel branching","BP"
"19983","GO:1903237",0.657246132598094,0.783818103602219,1,3,"negative regulation of leukocyte tethering or rolling","BP"
"20526","GO:1904306",0.65725661557255,0.661188088892144,2,7,"positive regulation of gastro-intestinal system smooth muscle contraction","BP"
"9941","GO:0035621",0.6573055958379,0.783767094049521,1,3,"ER to Golgi ceramide transport","BP"
"683","GO:0001828",0.657357860517178,0.783722251546916,1,3,"inner cell mass cellular morphogenesis","BP"
"2326","GO:0004833",0.657477146097195,0.783619877415067,1,3,"tryptophan 2,3-dioxygenase activity","MF"
"4983","GO:0010754",0.657569096212291,0.67161031696717,2,6,"negative regulation of cGMP-mediated signaling","BP"
"21391","GO:1990204",0.657723092395725,0.4332668269146,23,95,"oxidoreductase complex","CC"
"3399","GO:0006678",0.658169541783283,0.67099738162549,2,6,"glucosylceramide metabolic process","BP"
"9473","GO:0034475",0.658319621556459,0.652489473608924,2,8,"U4 snRNA 3'-end processing","BP"
"15486","GO:0061535",0.658411868249931,0.670749775201922,2,6,"glutamate secretion, neurotransmission","BP"
"17754","GO:0097067",0.658638379076898,0.613342917455192,3,9,"cellular response to thyroid hormone stimulus","BP"
"9945","GO:0035627",0.658786988115899,0.606510770423443,3,10,"ceramide transport","BP"
"14542","GO:0055093",0.658806677430414,0.670346068469569,2,6,"response to hyperoxia","BP"
"5336","GO:0015012",0.658888649393706,0.519639714326206,7,21,"heparan sulfate proteoglycan biosynthetic process","BP"
"11849","GO:0044815",0.658942571235203,0.435145172251309,22,85,"DNA packaging complex","CC"
"8135","GO:0031800",0.659152319200879,0.782178008732053,1,3,"type 3 metabotropic glutamate receptor binding","MF"
"5839","GO:0016273",0.659333537565789,0.605921279254085,3,10,"arginine N-methyltransferase activity","MF"
"5840","GO:0016274",0.659333537565789,0.605921279254085,3,10,"protein-arginine N-methyltransferase activity","MF"
"8429","GO:0032365",0.659688143640922,0.51475714167348,7,23,"intracellular lipid transport","BP"
"15047","GO:0060670",0.659923195792559,0.571691416581734,4,13,"branching involved in labyrinthine layer morphogenesis","BP"
"6856","GO:0021562",0.66003920870163,0.611844018438229,3,9,"vestibulocochlear nerve development","BP"
"18252","GO:0098835",0.660272129665575,0.611594407526923,3,9,"presynaptic endocytic zone membrane","CC"
"2303","GO:0004809",0.660542877938017,0.780975149419898,1,3,"tRNA (guanine-N2-)-methyltransferase activity","MF"
"20778","GO:1904754",0.660589735491543,0.532233437490798,6,18,"positive regulation of vascular associated smooth muscle cell migration","BP"
"18444","GO:0099154",0.660597876214545,0.780927463161538,1,3,"serotonergic synapse","CC"
"13289","GO:0048691",0.660811757403257,0.780741936483075,1,3,"positive regulation of axon extension involved in regeneration","BP"
"18288","GO:0098888",0.661094462253776,0.610712273945064,3,9,"extrinsic component of presynaptic membrane","CC"
"7645","GO:0030906",0.661258362501493,0.780354122613582,1,3,"retromer, cargo-selective complex","CC"
"5910","GO:0016428",0.661301662063023,0.667786366709622,2,6,"tRNA (cytosine-5-)-methyltransferase activity","MF"
"316","GO:0000811",0.661394262339511,0.780236000967703,1,3,"GINS complex","CC"
"12731","GO:0046784",0.661421692844738,0.656836674391521,2,7,"viral mRNA export from host cell nucleus","BP"
"2348","GO:0004866",0.661427324286608,0.39889479056324,54,194,"endopeptidase inhibitor activity","MF"
"22311","GO:2001135",0.66171383585763,0.61004695513469,3,9,"regulation of endocytic recycling","BP"
"18703","GO:0110096",0.661773221111313,0.759403141598646,1,4,"cellular response to aldehyde","BP"
"832","GO:0002023",0.662095082105206,0.666969282258228,2,6,"reduction of food intake in response to dietary excess","BP"
"11472","GO:0043633",0.662428768012625,0.655778464326267,2,7,"polyadenylation-dependent RNA catabolic process","BP"
"19602","GO:1902336",0.662533137245726,0.779244058555079,1,3,"positive regulation of retinal ganglion cell axon guidance","BP"
"17384","GO:0090080",0.662691351253989,0.666354245409536,2,6,"positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway","BP"
"1461","GO:0003100",0.662845418675428,0.666195191253304,2,6,"regulation of systemic arterial blood pressure by endothelin","BP"
"163","GO:0000309",0.663015188120866,0.778823092085245,1,3,"nicotinamide-nucleotide adenylyltransferase activity","MF"
"2094","GO:0004515",0.663015188120866,0.778823092085245,1,3,"nicotinate-nucleotide adenylyltransferase activity","MF"
"6565","GO:0019355",0.663015188120866,0.778823092085245,1,3,"nicotinamide nucleotide biosynthetic process from aspartate","BP"
"9523","GO:0034628",0.663015188120866,0.778823092085245,1,3,"'de novo' NAD biosynthetic process from aspartate","BP"
"7741","GO:0031092",0.663473072333173,0.778422618184003,1,3,"platelet alpha granule membrane","CC"
"8435","GO:0032371",0.663495106757348,0.466838580637504,12,42,"regulation of sterol transport","BP"
"8438","GO:0032374",0.663495106757348,0.466838580637504,12,42,"regulation of cholesterol transport","BP"
"15571","GO:0061724",0.663824574139942,0.665183021694658,2,6,"lipophagy","BP"
"1683","GO:0003726",0.66389261613795,0.665112600559861,2,6,"double-stranded RNA adenosine deaminase activity","MF"
"17370","GO:0090063",0.663950365059079,0.778004533595534,1,3,"positive regulation of microtubule nucleation","BP"
"3187","GO:0006407",0.664027097674085,0.777937259036418,1,3,"rRNA export from nucleus","BP"
"12408","GO:0046039",0.66408051181925,0.496179458359639,8,28,"GTP metabolic process","BP"
"16634","GO:0071657",0.664190284325312,0.777794130875501,1,3,"positive regulation of granulocyte colony-stimulating factor production","BP"
"19191","GO:1901258",0.664190284325312,0.777794130875501,1,3,"positive regulation of macrophage colony-stimulating factor production","BP"
"12629","GO:0046548",0.664526408141609,0.571269206079607,4,12,"retinal rod cell development","BP"
"5239","GO:0014717",0.664618235336272,0.777418421113888,1,3,"regulation of satellite cell activation involved in skeletal muscle regeneration","BP"
"5326","GO:0014901",0.664618235336272,0.777418421113888,1,3,"satellite cell activation involved in skeletal muscle regeneration","BP"
"4827","GO:0010499",0.66465611940777,0.528877761409177,5,23,"proteasomal ubiquitin-independent protein catabolic process","BP"
"19846","GO:1902961",0.66530262388135,0.663650799039596,2,6,"positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","BP"
"21019","GO:1905247",0.66530262388135,0.663650799039596,2,6,"positive regulation of aspartic-type peptidase activity","BP"
"4017","GO:0008210",0.665403010631413,0.539122395017782,5,17,"estrogen metabolic process","BP"
"7342","GO:0030252",0.665459565489478,0.521903585201447,6,20,"growth hormone secretion","BP"
"1622","GO:0003357",0.665538832252839,0.663405448245298,2,6,"noradrenergic neuron differentiation","BP"
"3233","GO:0006474",0.665674250479986,0.541724757694493,5,16,"N-terminal protein amino acid acetylation","BP"
"18077","GO:0097734",0.665768468279779,0.521560735570643,6,20,"extracellular exosome biogenesis","BP"
"11959","GO:0045125",0.665854778531201,0.565175603997678,4,13,"bioactive lipid receptor activity","MF"
"16852","GO:0072069",0.665856266356178,0.776328566512605,1,3,"DCT cell differentiation","BP"
"16978","GO:0072240",0.665856266356178,0.776328566512605,1,3,"metanephric DCT cell differentiation","BP"
"797","GO:0001975",0.665920614992875,0.523698846181131,6,19,"response to amphetamine","BP"
"8921","GO:0033080",0.666098359154307,0.598575603219791,3,10,"immature T cell proliferation in thymus","BP"
"4937","GO:0010692",0.666432408723605,0.604952720765565,3,9,"regulation of alkaline phosphatase activity","BP"
"5328","GO:0014904",0.666626852431005,0.464818242309976,12,40,"myotube cell development","BP"
"8734","GO:0032790",0.666677008130566,0.651288204165394,2,7,"ribosome disassembly","BP"
"9746","GO:0035269",0.666779357501753,0.662114707394156,2,6,"protein O-linked mannosylation","BP"
"4528","GO:0009299",0.666946485447326,0.495724788730252,8,26,"mRNA transcription","BP"
"11674","GO:0044322",0.667099634980145,0.650839160318232,2,7,"endoplasmic reticulum quality control compartment","CC"
"6588","GO:0019400",0.667157735200576,0.517990450502936,6,21,"alditol metabolic process","BP"
"13427","GO:0050252",0.667290882335437,0.775060142086857,1,3,"retinol O-fatty-acyltransferase activity","MF"
"1595","GO:0003323",0.667379237780069,0.508138122449865,7,22,"type B pancreatic cell development","BP"
"10819","GO:0042447",0.667710696851872,0.534059432253277,5,18,"hormone catabolic process","BP"
"16018","GO:0070531",0.667773577736789,0.661077565016367,2,6,"BRCA1-A complex","CC"
"20914","GO:1905024",0.668123186567797,0.774321529397906,1,3,"regulation of membrane repolarization during ventricular cardiac muscle cell action potential","BP"
"2726","GO:0005639",0.668126839956799,0.562663205354606,4,13,"integral component of nuclear inner membrane","CC"
"7801","GO:0031229",0.668126839956799,0.562663205354606,4,13,"intrinsic component of nuclear inner membrane","CC"
"5673","GO:0015924",0.668142270486708,0.603095467959113,3,9,"mannosyl-oligosaccharide mannosidase activity","MF"
"1405","GO:0002934",0.668279235886531,0.60294643523603,3,9,"desmosome organization","BP"
"1176","GO:0002581",0.668370147162879,0.774101982514839,1,3,"negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP"
"21712","GO:2000111",0.668771451561717,0.773744846807735,1,3,"positive regulation of macrophage apoptotic process","BP"
"5970","GO:0016533",0.669155945094805,0.773402232267918,1,3,"protein kinase 5 complex","CC"
"3509","GO:0006858",0.66928687921051,0.773285461201836,1,3,"extracellular transport","BP"
"21587","GO:1990829",0.669626386393619,0.772982445413027,1,3,"C-rich single-stranded DNA binding","MF"
"17815","GO:0097176",0.669645715999874,0.772965183298908,1,3,"epoxide metabolic process","BP"
"3064","GO:0006203",0.669787907482244,0.772838167078459,1,3,"dGTP catabolic process","BP"
"19225","GO:1901355",0.66997038478313,0.772675077976051,1,3,"response to rapamycin","BP"
"18714","GO:0120009",0.669971556543698,0.647776420080418,2,7,"intermembrane lipid transfer","BP"
"3173","GO:0006391",0.670169043613902,0.772497415962963,1,3,"transcription initiation from mitochondrial promoter","BP"
"5204","GO:0014043",0.670204017446326,0.658532120636874,2,6,"negative regulation of neuron maturation","BP"
"9075","GO:0033505",0.670275074554814,0.772402544487897,1,3,"floor plate morphogenesis","BP"
"18562","GO:0099626",0.670309473565142,0.658421349437813,2,6,"voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels","MF"
"10431","GO:0038001",0.670449922729956,0.658273779410706,2,6,"paracrine signaling","BP"
"18344","GO:0098961",0.670521457169418,0.658198599636515,2,6,"dendritic transport of ribonucleoprotein complex","BP"
"18346","GO:0098963",0.670521457169418,0.658198599636515,2,6,"dendritic transport of messenger ribonucleoprotein complex","BP"
"18358","GO:0098976",0.671164764778954,0.771605193969494,1,3,"excitatory chemical synaptic transmission","BP"
"20260","GO:1903774",0.671191812881769,0.771580916777996,1,3,"positive regulation of viral budding via host ESCRT complex","BP"
"9167","GO:0033700",0.671238928000536,0.587670939134067,3,11,"phospholipid efflux","BP"
"4238","GO:0008569",0.671339387172173,0.535423995264558,5,16,"ATP-dependent microtubule motor activity, minus-end-directed","MF"
"15518","GO:0061617",0.671444153868937,0.638426303104852,2,8,"MICOS complex","CC"
"5849","GO:0016289",0.671447610052348,0.498516225445339,7,25,"CoA hydrolase activity","MF"
"8016","GO:0031595",0.671491573638637,0.771311720712656,1,3,"nuclear proteasome complex","CC"
"19985","GO:1903242",0.671562562327777,0.599362194412197,3,9,"regulation of cardiac muscle hypertrophy in response to stress","BP"
"19214","GO:1901321",0.671778651688661,0.656875299170815,2,6,"positive regulation of heart induction","BP"
"21878","GO:2000354",0.671872318419523,0.645738468708874,2,7,"regulation of ovarian follicle development","BP"
"16041","GO:0070562",0.672043680351448,0.656595841111059,2,6,"regulation of vitamin D receptor signaling pathway","BP"
"21884","GO:2000360",0.672131388005758,0.770736259681033,1,3,"negative regulation of binding of sperm to zona pellucida","BP"
"1351","GO:0002856",0.672441537558382,0.770456871150281,1,3,"negative regulation of natural killer cell mediated immune response to tumor cell","BP"
"1354","GO:0002859",0.672441537558382,0.770456871150281,1,3,"negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target","BP"
"14473","GO:0052905",0.672496787579268,0.770407071101834,1,3,"tRNA (guanine(9)-N(1))-methyltransferase activity","MF"
"9724","GO:0035243",0.672774866589934,0.770156285450719,1,3,"protein-arginine omega-N symmetric methyltransferase activity","MF"
"5994","GO:0016579",0.672883725072552,0.403729826625801,35,110,"protein deubiquitination","BP"
"16644","GO:0071673",0.672894942077605,0.770047924673666,1,3,"positive regulation of smooth muscle cell chemotaxis","BP"
"265","GO:0000715",0.672973728688387,0.769976801408442,1,3,"nucleotide-excision repair, DNA damage recognition","BP"
"11169","GO:0043141",0.672991241591944,0.655595280511951,2,6,"ATP-dependent 5'-3' DNA helicase activity","MF"
"18256","GO:0098840",0.673220000050931,0.515564420726085,6,19,"protein transport along microtubule","BP"
"18428","GO:0099118",0.673220000050931,0.515564420726085,6,19,"microtubule-based protein transport","BP"
"12722","GO:0046719",0.673278013920687,0.655292033320418,2,6,"regulation by virus of viral protein levels in host cell","BP"
"15168","GO:0060847",0.673316461811923,0.769667191127751,1,3,"endothelial cell fate specification","BP"
"12080","GO:0045358",0.673332550959191,0.769652648337879,1,3,"negative regulation of interferon-beta biosynthetic process","BP"
"17949","GO:0097444",0.673420755853709,0.65514101550808,2,6,"spine apparatus","CC"
"9245","GO:0034086",0.673583978083478,0.590339333596625,3,10,"maintenance of sister chromatid cohesion","BP"
"9247","GO:0034088",0.673583978083478,0.590339333596625,3,10,"maintenance of mitotic sister chromatid cohesion","BP"
"665","GO:0001807",0.673675936270121,0.76934208345924,1,3,"regulation of type IV hypersensitivity","BP"
"15301","GO:0061084",0.673817809664626,0.769213668064443,1,3,"negative regulation of protein refolding","BP"
"3532","GO:0006891",0.673885119784086,0.487998821368812,8,26,"intra-Golgi vesicle-mediated transport","BP"
"4529","GO:0009301",0.67403179178252,0.58984297000115,3,10,"snRNA transcription","BP"
"7667","GO:0030956",0.674200042587175,0.768867395958533,1,3,"glutamyl-tRNA(Gln) amidotransferase complex","CC"
"13476","GO:0050567",0.674200042587175,0.768867395958533,1,3,"glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity","MF"
"16104","GO:0070681",0.674200042587175,0.768867395958533,1,3,"glutaminyl-tRNAGln biosynthesis via transamidation","BP"
